case_id,subject_id,scenario_name,policy_id,policy_role,iteration,trial_purpose,trajectory_id,alpha_hip,alpha_knee,alpha_phase,best_alpha_hip_before,best_alpha_knee_before,best_alpha_phase_before,best_alpha_hip_after,best_alpha_knee_after,best_alpha_phase_after,J_pred,actual_J,best_actual_J_before,best_actual_J_after,delta_J_pred,delta_J_actual,decision_uncertainty_bound,improvement_margin,accepted_improvement,executed_false_improvement,execution_status,model_supported,domain_coverage,support_growth,decision_value_zero,consecutive_zero_decision_value,cumulative_regret_vs_best_before,truth_accessed_before_selection,selection_token,manifest_sha_verified_before_truth,stop_reason_after_iteration
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V1_G0_C0_S0,PRIMARY_P2_V1,11,EXPLORE,asym_h+1.500_k+0.000_p+0.00000,1.5,0,0,0,-5,0,0,-5,0,0.996498493366,0.996497985937,0.969202794811,0.969202794811,0.0272904786407,0.027295191126,3.17301740438e-13,-0.032290478641,False,False,EXECUTED,False,86.0349127182,550,True,5,0.142240387169,False,2fd0ae9ccf76d3da60b48a2361c188bbda3eed9c460febd1e79b0ff7f4ab7c55,True,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V1_G0_C0_S0,PRIMARY_P2_V1,12,EXPLORE,asym_h+1.750_k+0.000_p+0.00000,1.75,0,0,0,-5,0,0,-5,0,0.995930518652,0.995930011309,0.969202794811,0.969202794811,0.0267225039259,0.0267272164982,3.17301740438e-13,-0.0317225039262,False,False,EXECUTED,False,86.0349127182,550,True,6,0.168967603667,False,f9e4c2feb27aea64201c3376c28dc7895b4a0a604ca8f515dc65b12cb3316113,True,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V1_G0_C0_S0,PRIMARY_P2_V1,13,EXPLORE,asym_h+2.000_k+0.000_p+0.00000,2,0,0,0,-5,0,0,-5,0,0.995366804456,0.995366297193,0.969202794811,0.969202794811,0.0261587897303,0.0261635023823,3.17301740438e-13,-0.0311587897306,False,False,EXECUTED,False,86.0349127182,550,True,7,0.195131106049,False,b8583d226b5ef9c046f7853ee249031a7e1411dae2293246da18c66a4c768233,True,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V2A_G2_C0_S2,PRIMARY_P2_V2A_DEFAULT_OFF,1,EXPLORE,asym_h+0.250_k+0.000_p+0.00000,0.25,0,0,0,0,0,0,0,0,0.999401747968,0.999401239992,1,1,-0.000598252032347,-0.000598760008495,0.000430956758924,-0.00483270472658,False,False,EXECUTED,False,78.0548628429,4450,False,0,0,False,9ed79861a2ab08af2743dc5ae870d8928f53e6dc9940b2d67d4e346651665126,True,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V2A_G2_C0_S2,PRIMARY_P2_V2A_DEFAULT_OFF,2,EXPLOIT,asym_h+0.000_k-1.000_p+0.00000,0,-1,0,0,0,0,0,-1,0,0.993649388932,0.993644314762,1,0.993644314762,-0.00635061106775,-0.00635568523777,0.000430956758924,0.000919654308826,True,False,EXECUTED,True,100,0,False,0,0,False,3a53785186eabad9165c201dc6ac813032641ac4e085db4e44dea3ab3aaf0864,True,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V2A_G2_C0_S2,PRIMARY_P2_V2A_DEFAULT_OFF,3,EXPLOIT,asym_h+0.000_k-2.000_p+0.00000,0,-2,0,0,-1,0,0,-2,0,0.987395617375,0.98739050756,0.993644314762,0.98739050756,-0.00625377155773,-0.00625380720253,0.000430956758924,0.000822814798804,True,False,EXECUTED,True,99.7506234414,0,False,0,0,False,227b5061a4aa4985532eb330fc7d2fbff0c6084c78a9dac3cb2bcaf2d99ff2f7,True,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V2A_G2_C0_S2,PRIMARY_P2_V2A_DEFAULT_OFF,4,EXPLOIT,asym_h+0.000_k-3.000_p+0.00000,0,-3,0,0,-2,0,0,-3,0,0.981237771528,0.981232625538,0.98739050756,0.981232625538,-0.00615784584606,-0.00615788202133,0.000430956758924,0.000726889087132,True,False,EXECUTED,True,99.7506234414,0,False,0,0,False,44989b59dd4f85d566d806244afe29386542ff0831297b3d7b34c562f6bab4f6,True,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V2A_G2_C0_S2,PRIMARY_P2_V2A_DEFAULT_OFF,5,EXPLOIT,asym_h+0.000_k-4.000_p+0.00000,0,-4,0,0,-3,0,0,-4,0,0.975175400289,0.975170217597,0.981232625538,0.975170217597,-0.00606237123961,-0.00606240794113,0.000430956758924,0.000631414480684,True,False,EXECUTED,True,99.7506234414,0,False,0,0,False,18e04693bf444c5bfece089ee40eaa134f6f26be6234332e297c823c66b38499,True,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V2A_G2_C0_S2,PRIMARY_P2_V2A_DEFAULT_OFF,6,EXPLOIT,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-4,0,0,-5,0,0.969208014726,0.969202794811,0.975170217597,0.969202794811,-0.0059673855631,-0.00596742278623,0.000430956758924,0.000536428804175,True,False,EXECUTED,True,99.7506234414,0,False,0,0,False,99a1a2f70a3395f8b6684bbfe7ac1e389e20378d6400b62c1c10a4719dc8eb96,True,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V2A_G2_C0_S2,PRIMARY_P2_V2A_DEFAULT_OFF,7,EXPLORE,asym_h+0.500_k+0.000_p+0.00000,0.5,0,0,0,-5,0,0,-5,0,0.998812697049,0.998812189197,0.969202794811,0.969202794811,0.0296046823234,0.0296093943861,0.000430956758924,-0.0350356390823,False,False,EXECUTED,False,86.0349127182,550,True,1,0.0296093943861,False,a9224659cbb0d9dd59f908aeebacd8776241c6f92cd3f0f8fb7177032a020a4f,True,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V2A_G2_C0_S2,PRIMARY_P2_V2A_DEFAULT_OFF,8,EXPLORE,asym_h+0.750_k+0.000_p+0.00000,0.75,0,0,0,-5,0,0,-5,0,0.998227830761,0.998227323026,0.969202794811,0.969202794811,0.0290198160354,0.0290245282149,0.000430956758924,-0.0344507727943,False,False,EXECUTED,False,86.0349127182,550,True,2,0.058633922601,False,0e5d717d1184d5d2ab659fbe17cc4f34a1b123f6aa56bf85df18066da18af606,True,STOP_DECISION_VALUE_ZERO_RUN_K
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V2A_G3_C0_S2_SENSITIVITY,SENSITIVITY_LOCAL_P99,1,EXPLORE,asym_h+0.250_k+0.000_p+0.00000,0.25,0,0,0,0,0,0,0,0,0.999401747968,0.999401239992,1,1,-0.000598252032347,-0.000598760008495,0.00127694201359,-0.00567868998124,False,False,EXECUTED,False,78.0548628429,4450,False,0,0,False,9ed79861a2ab08af2743dc5ae870d8928f53e6dc9940b2d67d4e346651665126,True,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V2A_G3_C0_S2_SENSITIVITY,SENSITIVITY_LOCAL_P99,2,EXPLOIT,asym_h+0.000_k-1.000_p+0.00000,0,-1,0,0,0,0,0,-1,0,0.993649388932,0.993644314762,1,0.993644314762,-0.00635061106775,-0.00635568523777,0.00127694201359,7.36690541624e-05,True,False,EXECUTED,True,100,0,False,0,0,False,3a53785186eabad9165c201dc6ac813032641ac4e085db4e44dea3ab3aaf0864,True,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V2A_G3_C0_S2_SENSITIVITY,SENSITIVITY_LOCAL_P99,3,EXPLORE,asym_h+0.500_k+0.000_p+0.00000,0.5,0,0,0,-1,0,0,-1,0,0.998812697049,0.998812189197,0.993644314762,0.993644314762,0.00516330811689,0.00516787443491,0.00127694201359,-0.0114402501305,False,False,EXECUTED,False,86.0349127182,550,True,1,0.00516787443491,False,8ecf382a2ef9c3f701b1e0e4d173c0c594bf485521243baefa5f9750034b3ff3,True,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V2A_G3_C0_S2_SENSITIVITY,SENSITIVITY_LOCAL_P99,4,EXPLORE,asym_h+0.750_k+0.000_p+0.00000,0.75,0,0,0,-1,0,0,-1,0,0.998227830761,0.998227323026,0.993644314762,0.993644314762,0.00457844182891,0.00458300826369,0.00127694201359,-0.0108553838425,False,False,EXECUTED,False,86.0349127182,550,True,2,0.0097508826986,False,3b659fbd80ee65bcb2396d6edea90f4e41d9cc683f8c36f2619737e60fd9dd9e,True,STOP_DECISION_VALUE_ZERO_RUN_K
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V2A_G2_C0_S1_SENSITIVITY,SENSITIVITY_STOPPING_K1,1,EXPLORE,asym_h+0.250_k+0.000_p+0.00000,0.25,0,0,0,0,0,0,0,0,0.999401747968,0.999401239992,1,1,-0.000598252032347,-0.000598760008495,0.000430956758924,-0.00483270472658,False,False,EXECUTED,False,78.0548628429,4450,False,0,0,False,9ed79861a2ab08af2743dc5ae870d8928f53e6dc9940b2d67d4e346651665126,True,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V2A_G2_C0_S1_SENSITIVITY,SENSITIVITY_STOPPING_K1,2,EXPLOIT,asym_h+0.000_k-1.000_p+0.00000,0,-1,0,0,0,0,0,-1,0,0.993649388932,0.993644314762,1,0.993644314762,-0.00635061106775,-0.00635568523777,0.000430956758924,0.000919654308826,True,False,EXECUTED,True,100,0,False,0,0,False,3a53785186eabad9165c201dc6ac813032641ac4e085db4e44dea3ab3aaf0864,True,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V2A_G2_C0_S1_SENSITIVITY,SENSITIVITY_STOPPING_K1,3,EXPLOIT,asym_h+0.000_k-2.000_p+0.00000,0,-2,0,0,-1,0,0,-2,0,0.987395617375,0.98739050756,0.993644314762,0.98739050756,-0.00625377155773,-0.00625380720253,0.000430956758924,0.000822814798804,True,False,EXECUTED,True,99.7506234414,0,False,0,0,False,227b5061a4aa4985532eb330fc7d2fbff0c6084c78a9dac3cb2bcaf2d99ff2f7,True,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V2A_G2_C0_S1_SENSITIVITY,SENSITIVITY_STOPPING_K1,4,EXPLOIT,asym_h+0.000_k-3.000_p+0.00000,0,-3,0,0,-2,0,0,-3,0,0.981237771528,0.981232625538,0.98739050756,0.981232625538,-0.00615784584606,-0.00615788202133,0.000430956758924,0.000726889087132,True,False,EXECUTED,True,99.7506234414,0,False,0,0,False,44989b59dd4f85d566d806244afe29386542ff0831297b3d7b34c562f6bab4f6,True,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V2A_G2_C0_S1_SENSITIVITY,SENSITIVITY_STOPPING_K1,5,EXPLOIT,asym_h+0.000_k-4.000_p+0.00000,0,-4,0,0,-3,0,0,-4,0,0.975175400289,0.975170217597,0.981232625538,0.975170217597,-0.00606237123961,-0.00606240794113,0.000430956758924,0.000631414480684,True,False,EXECUTED,True,99.7506234414,0,False,0,0,False,18e04693bf444c5bfece089ee40eaa134f6f26be6234332e297c823c66b38499,True,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V2A_G2_C0_S1_SENSITIVITY,SENSITIVITY_STOPPING_K1,6,EXPLOIT,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-4,0,0,-5,0,0.969208014726,0.969202794811,0.975170217597,0.969202794811,-0.0059673855631,-0.00596742278623,0.000430956758924,0.000536428804175,True,False,EXECUTED,True,99.7506234414,0,False,0,0,False,99a1a2f70a3395f8b6684bbfe7ac1e389e20378d6400b62c1c10a4719dc8eb96,True,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V2A_G2_C0_S1_SENSITIVITY,SENSITIVITY_STOPPING_K1,7,EXPLORE,asym_h+0.500_k+0.000_p+0.00000,0.5,0,0,0,-5,0,0,-5,0,0.998812697049,0.998812189197,0.969202794811,0.969202794811,0.0296046823234,0.0296093943861,0.000430956758924,-0.0350356390823,False,False,EXECUTED,False,86.0349127182,550,True,1,0.0296093943861,False,a9224659cbb0d9dd59f908aeebacd8776241c6f92cd3f0f8fb7177032a020a4f,True,STOP_DECISION_VALUE_ZERO_RUN_K
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V2A_G2_C0_S3_SENSITIVITY,SENSITIVITY_STOPPING_K3,1,EXPLORE,asym_h+0.250_k+0.000_p+0.00000,0.25,0,0,0,0,0,0,0,0,0.999401747968,0.999401239992,1,1,-0.000598252032347,-0.000598760008495,0.000430956758924,-0.00483270472658,False,False,EXECUTED,False,78.0548628429,4450,False,0,0,False,9ed79861a2ab08af2743dc5ae870d8928f53e6dc9940b2d67d4e346651665126,True,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V2A_G2_C0_S3_SENSITIVITY,SENSITIVITY_STOPPING_K3,2,EXPLOIT,asym_h+0.000_k-1.000_p+0.00000,0,-1,0,0,0,0,0,-1,0,0.993649388932,0.993644314762,1,0.993644314762,-0.00635061106775,-0.00635568523777,0.000430956758924,0.000919654308826,True,False,EXECUTED,True,100,0,False,0,0,False,3a53785186eabad9165c201dc6ac813032641ac4e085db4e44dea3ab3aaf0864,True,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V2A_G2_C0_S3_SENSITIVITY,SENSITIVITY_STOPPING_K3,3,EXPLOIT,asym_h+0.000_k-2.000_p+0.00000,0,-2,0,0,-1,0,0,-2,0,0.987395617375,0.98739050756,0.993644314762,0.98739050756,-0.00625377155773,-0.00625380720253,0.000430956758924,0.000822814798804,True,False,EXECUTED,True,99.7506234414,0,False,0,0,False,227b5061a4aa4985532eb330fc7d2fbff0c6084c78a9dac3cb2bcaf2d99ff2f7,True,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V2A_G2_C0_S3_SENSITIVITY,SENSITIVITY_STOPPING_K3,4,EXPLOIT,asym_h+0.000_k-3.000_p+0.00000,0,-3,0,0,-2,0,0,-3,0,0.981237771528,0.981232625538,0.98739050756,0.981232625538,-0.00615784584606,-0.00615788202133,0.000430956758924,0.000726889087132,True,False,EXECUTED,True,99.7506234414,0,False,0,0,False,44989b59dd4f85d566d806244afe29386542ff0831297b3d7b34c562f6bab4f6,True,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V2A_G2_C0_S3_SENSITIVITY,SENSITIVITY_STOPPING_K3,5,EXPLOIT,asym_h+0.000_k-4.000_p+0.00000,0,-4,0,0,-3,0,0,-4,0,0.975175400289,0.975170217597,0.981232625538,0.975170217597,-0.00606237123961,-0.00606240794113,0.000430956758924,0.000631414480684,True,False,EXECUTED,True,99.7506234414,0,False,0,0,False,18e04693bf444c5bfece089ee40eaa134f6f26be6234332e297c823c66b38499,True,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V2A_G2_C0_S3_SENSITIVITY,SENSITIVITY_STOPPING_K3,6,EXPLOIT,asym_h+0.000_k-5.000_p+0.00000,0,-5,0,0,-4,0,0,-5,0,0.969208014726,0.969202794811,0.975170217597,0.969202794811,-0.0059673855631,-0.00596742278623,0.000430956758924,0.000536428804175,True,False,EXECUTED,True,99.7506234414,0,False,0,0,False,99a1a2f70a3395f8b6684bbfe7ac1e389e20378d6400b62c1c10a4719dc8eb96,True,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V2A_G2_C0_S3_SENSITIVITY,SENSITIVITY_STOPPING_K3,7,EXPLORE,asym_h+0.500_k+0.000_p+0.00000,0.5,0,0,0,-5,0,0,-5,0,0.998812697049,0.998812189197,0.969202794811,0.969202794811,0.0296046823234,0.0296093943861,0.000430956758924,-0.0350356390823,False,False,EXECUTED,False,86.0349127182,550,True,1,0.0296093943861,False,a9224659cbb0d9dd59f908aeebacd8776241c6f92cd3f0f8fb7177032a020a4f,True,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V2A_G2_C0_S3_SENSITIVITY,SENSITIVITY_STOPPING_K3,8,EXPLORE,asym_h+0.750_k+0.000_p+0.00000,0.75,0,0,0,-5,0,0,-5,0,0.998227830761,0.998227323026,0.969202794811,0.969202794811,0.0290198160354,0.0290245282149,0.000430956758924,-0.0344507727943,False,False,EXECUTED,False,86.0349127182,550,True,2,0.058633922601,False,0e5d717d1184d5d2ab659fbe17cc4f34a1b123f6aa56bf85df18066da18af606,True,
prospective_subject_001__matched_linear,prospective_subject_001,matched_linear,P2_V2A_G2_C0_S3_SENSITIVITY,SENSITIVITY_STOPPING_K3,9,EXPLORE,asym_h+1.000_k+0.000_p+0.00000,1,0,0,0,-5,0,0,-5,0,0.997647164536,0.99764665691,0.969202794811,0.969202794811,0.0284391498099,0.0284438620987,0.000430956758924,-0.0338701065688,False,False,EXECUTED,False,86.0349127182,550,True,3,0.0870777846998,False,1c536f008a980b0274e93fd3e8ed6373aa9f4fdf23a97e2bb087f610e5578691,True,STOP_DECISION_VALUE_ZERO_RUN_K
prospective_subject_002__matched_linear,prospective_subject_002,matched_linear,P2_V1_G0_C0_S0,PRIMARY_P2_V1,1,EXPLORE,asym_h+0.250_k+0.000_p+0.00000,0.25,0,0,0,0,0,0,0,0,0.999855563362,0.999855412977,1,1,-0.00014443663766,-0.000144587022724,1.86932691548e-11,-0.00485556338103,False,False,EXECUTED,False,78.0548628429,4450,False,0,0,False,f0ee0f1dbdc61abed3f20323031b1ac489bf89f0d3978c0c2bdfd1f0d8bb9195,True,
prospective_subject_002__matched_linear,prospective_subject_002,matched_linear,P2_V1_G0_C0_S0,PRIMARY_P2_V1,2,EXPLOIT,asym_h+0.000_k-1.000_p+0.00000,0,-1,0,0,0,0,0,-1,0,0.994971239995,0.994967735184,1,0.994967735184,-0.00502876000514,-0.00503226481629,1.86932691548e-11,2.87599864444e-05,True,False,EXECUTED,True,100,0,False,0,0,False,1d1a53ecb665bfb94cc1074d784cbcbd9b42f0eb0b9d7dcd518e9865e2f368a0,True,
prospective_subject_002__matched_linear,prospective_subject_002,matched_linear,P2_V1_G0_C0_S0,PRIMARY_P2_V1,3,EXPLORE,asym_h+0.500_k+0.000_p+0.00000,0.5,0,0,0,-1,0,0,-1,0,0.999716269938,0.999716119706,0.994967735184,0.994967735184,0.00474502994282,0.00474838452245,1.86932691548e-11,-0.00974502996151,False,False,EXECUTED,False,86.0349127182,550,True,1,0.00474838452245,False,d5569f9e1676b47613105d73d67a9d79687f7efa91fc636482293b09b00dc813,True,
prospective_subject_002__matched_linear,prospective_subject_002,matched_linear,P2_V1_G0_C0_S0,PRIMARY_P2_V1,4,EXPLORE,asym_h+0.750_k+0.000_p+0.00000,0.75,0,0,0,-1,0,0,-1,0,0.999578651978,0.999578501898,0.994967735184,0.994967735184,0.00460741198326,0.00461076671438,1.86932691548e-11,-0.00960741200195,False,False,EXECUTED,False,86.0349127182,550,True,2,0.00935915123683,False,e0efd0f48349b884f311f46ffa97d77769b2348d22fcf459995a9ea229c80b41,True,
prospective_subject_002__matched_linear,prospective_subject_002,matched_linear,P2_V1_G0_C0_S0,PRIMARY_P2_V1,5,EXPLORE,asym_h+1.000_k+0.000_p+0.00000,1,0,0,0,-1,0,0,-1,0,0.999442721362,0.999442571431,0.994967735184,0.994967735184,0.00447148136689,0.00447483624746,1.86932691548e-11,-0.00947148138559,False,False,EXECUTED,False,86.0349127182,550,True,3,0.0138339874843,False,cafc61ee7385a4b1bc16a8e8d309111d76a0ed8e113e43c6e6f545b0510bf4ce,True,
prospective_subject_002__matched_linear,prospective_subject_002,matched_linear,P2_V1_G0_C0_S0,PRIMARY_P2_V1,6,EXPLORE,asym_h+1.250_k+0.000_p+0.00000,1.25,0,0,0,-1,0,0,-1,0,0.999308489944,0.999308340161,0.994967735184,0.994967735184,0.00433724994889,0.00434060497687,1.86932691548e-11,-0.00933724996759,False,False,EXECUTED,False,86.0349127182,550,True,4,0.0181745924612,False,940904d541d272412ca29e994c992aede797ce856395629148e57fffd88b04ac,True,
prospective_subject_002__matched_linear,prospective_subject_002,matched_linear,P2_V1_G0_C0_S0,PRIMARY_P2_V1,7,EXPLORE,asym_h+1.500_k+0.000_p+0.00000,1.5,0,0,0,-1,0,0,-1,0,0.999175969556,0.999175819918,0.994967735184,0.994967735184,0.00420472956131,0.00420808473466,1.86932691548e-11,-0.00920472958,False,False,EXECUTED,False,86.0349127182,550,True,5,0.0223826771958,False,46e3266918750b15f0d6146d96d2ad13cc15104ceb2aef96eb14fdb2b0e1a1e7,True,
prospective_subject_002__matched_linear,prospective_subject_002,matched_linear,P2_V1_G0_C0_S0,PRIMARY_P2_V1,8,EXPLORE,asym_h+1.750_k+0.000_p+0.00000,1.75,0,0,0,-1,0,0,-1,0,0.999045172008,0.999045022513,0.994967735184,0.994967735184,0.00407393201282,0.00407728732952,1.86932691548e-11,-0.00907393203152,False,False,EXECUTED,False,86.0349127182,550,True,6,0.0264599645253,False,f7851190d514e0fb0022253271ce3d836686779a5f2ad84aceb802854af28c18,True,
prospective_subject_002__matched_linear,prospective_subject_002,matched_linear,P2_V1_G0_C0_S0,PRIMARY_P2_V1,9,EXPLORE,asym_h+2.000_k+0.000_p+0.00000,2,0,0,0,-1,0,0,-1,0,0.998916109083,0.99891595973,0.994967735184,0.994967735184,0.00394486908859,0.00394822454659,1.86932691548e-11,-0.00894486910728,False,False,EXECUTED,False,86.0349127182,550,True,7,0.0304081890719,False,d1f61b87a071db008e87a0b37561046198da7540d3baa506d0fe30eb2b8579da,True,
prospective_subject_002__matched_linear,prospective_subject_002,matched_linear,P2_V2A_G2_C0_S2,PRIMARY_P2_V2A_DEFAULT_OFF,1,EXPLORE,asym_h+0.250_k+0.000_p+0.00000,0.25,0,0,0,0,0,0,0,0,0.999855563362,0.999855412977,1,1,-0.00014443663766,-0.000144587022724,0.000430956758924,-0.00528652012126,False,False,EXECUTED,False,78.0548628429,4450,True,1,0,False,f0ee0f1dbdc61abed3f20323031b1ac489bf89f0d3978c0c2bdfd1f0d8bb9195,True,
